marksInside50,handballs,clangers,hitoutsToAdvantage,penalty50sAgainst,disposals,goalAssists,kickEfficiency,kicksEffective,marksUncontested,tackles,freesFor,behinds,playerId,goals,inside50s,disposalEfficiency,period,blocks,squadId,marks,hitouts,kicks,marksContested,possessionsContested,freesAgainst,clearances,kicksIneffective,possessionsUncontested,matchId,periodId
0,3,1,0,0,8,0,60,3,0,1,1,0,220010,0,1,62,1,0,140,0,0,5,0,4,0,0,1,1,98350401,1
0,6,0,0,0,6,0,0,0,0,2,1,0,250712,0,0,100,1,1,140,1,0,0,1,4,0,1,0,2,98350401,1
0,6,1,0,0,8,0,0,0,1,1,0,0,271439,0,1,62,1,0,140,1,0,2,0,1,0,0,1,7,98350401,1
0,2,1,2,0,5,0,33,1,1,0,0,0,280012,0,2,60,1,2,140,3,4,3,2,3,0,1,1,2,98350401,1
0,2,0,0,0,2,0,0,0,0,0,0,0,281139,0,0,50,1,0,140,0,0,0,0,1,0,0,0,1,98350401,1
0,3,0,0,0,5,0,50,1,1,2,0,0,290799,0,0,40,1,0,140,1,0,2,0,2,0,0,1,3,98350401,1
1,4,0,0,0,8,0,50,2,1,2,2,0,291526,0,1,50,1,0,140,1,0,4,0,3,0,1,2,7,98350401,1
0,0,1,0,0,0,0,0,0,0,0,0,0,291814,0,0,0,1,0,140,0,0,0,0,0,1,0,0,0,98350401,1
0,3,2,0,0,6,0,67,2,0,1,0,0,293847,0,0,67,1,0,140,1,0,3,1,3,1,1,0,3,98350401,1
0,1,0,0,0,1,0,0,0,0,0,0,0,293884,0,0,100,1,0,140,0,0,0,0,1,0,1,0,0,98350401,1
0,4,1,0,0,10,0,67,4,1,1,1,0,294101,0,1,80,1,0,140,1,0,6,0,3,1,0,2,6,98350401,1
0,1,2,0,0,3,1,50,1,0,0,0,0,294557,0,1,67,1,0,140,0,0,2,0,1,0,0,0,3,98350401,1
0,0,0,0,0,0,0,0,0,0,0,0,0,295136,0,0,0,1,0,140,0,0,0,0,1,0,0,0,0,98350401,1
0,1,1,0,0,3,0,50,1,0,0,1,0,295222,0,0,67,1,0,140,0,0,2,0,2,0,0,0,2,98350401,1
0,5,2,0,0,8,0,0,0,1,2,0,0,295467,0,0,50,1,0,140,1,0,3,0,4,0,1,1,4,98350401,1
0,1,0,0,0,3,0,100,2,0,1,0,0,295608,0,1,100,1,0,140,0,0,2,0,2,0,1,0,1,98350401,1
1,0,0,0,0,2,0,100,2,2,1,0,0,295712,1,1,100,1,0,140,2,0,2,0,0,0,0,0,2,98350401,1
0,0,2,2,0,1,0,0,0,1,0,0,0,296367,0,1,0,1,0,140,1,4,1,0,0,0,0,0,1,98350401,1
0,1,0,1,0,4,0,100,3,0,1,0,0,297373,0,0,75,1,0,140,0,3,3,0,1,0,0,0,3,98350401,1
0,0,1,0,0,3,0,67,2,0,2,1,0,991939,1,0,67,1,0,140,0,0,3,0,1,0,0,0,1,98350401,1
0,0,0,0,0,2,0,100,2,0,3,1,0,993834,0,1,100,1,0,140,0,0,2,0,2,0,2,0,0,98350401,1
0,3,1,0,0,5,0,50,1,1,0,1,0,996483,0,0,80,1,0,140,1,0,2,0,3,0,0,0,2,98350401,1
0,1,1,0,0,4,0,67,2,2,3,0,0,230140,0,0,75,1,0,160,2,0,3,0,1,0,1,1,3,98350401,1
0,1,2,0,1,3,0,100,2,0,0,0,0,230253,0,1,100,1,0,160,0,0,2,0,0,1,0,0,3,98350401,1
0,1,0,0,0,5,0,100,4,0,1,0,0,240072,0,0,100,1,0,160,2,0,4,2,2,0,0,0,3,98350401,1
1,4,0,0,0,8,1,25,1,0,0,1,1,240226,0,1,50,1,0,160,1,0,4,1,6,0,1,3,2,98350401,1
2,0,0,0,0,3,0,33,1,1,1,0,1,240399,0,0,33,1,0,160,3,0,3,2,2,0,0,2,2,98350401,1
0,0,0,0,0,2,0,100,2,1,2,0,0,250338,0,0,100,1,0,160,1,0,2,0,0,0,0,0,2,98350401,1
0,6,0,0,0,10,0,100,4,2,2,0,0,260382,0,2,70,1,0,160,2,0,4,0,3,0,0,0,7,98350401,1
0,1,1,1,0,2,0,100,1,1,0,0,0,270742,0,1,100,1,0,160,1,2,1,0,1,0,1,0,1,98350401,1
0,2,0,0,0,4,0,0,0,0,0,0,0,270899,0,0,50,1,1,160,1,0,2,1,2,0,0,2,2,98350401,1
0,1,1,0,0,4,0,67,2,0,2,0,0,290117,0,1,75,1,0,160,0,0,3,0,2,0,0,0,3,98350401,1
0,2,0,0,0,3,0,100,1,2,0,0,0,290307,0,0,100,1,0,160,2,0,1,0,0,0,0,0,2,98350401,1
1,3,2,1,0,7,0,75,3,1,0,1,0,290778,1,1,71,1,0,160,1,1,4,0,4,1,2,1,3,98350401,1
0,1,2,0,0,2,0,0,0,0,2,0,0,291357,0,0,50,1,0,160,1,0,1,1,3,2,0,1,0,98350401,1
0,1,0,0,0,2,0,100,1,0,2,0,0,291856,0,0,50,1,0,160,0,0,1,0,1,0,0,0,1,98350401,1
0,1,0,0,0,2,0,0,0,0,0,0,0,293739,0,0,50,1,0,160,0,0,1,0,1,0,0,1,1,98350401,1
0,0,0,0,0,1,0,0,0,0,0,0,0,294036,0,1,0,1,0,160,0,0,1,0,0,0,0,1,1,98350401,1
0,2,0,0,0,7,0,80,4,1,0,0,0,295342,0,2,71,1,1,160,1,0,5,0,2,0,0,1,5,98350401,1
0,3,2,1,0,5,0,50,1,2,0,1,0,298144,0,0,80,1,1,160,2,4,2,0,2,2,0,1,3,98350401,1
0,2,2,0,0,5,0,33,1,1,0,0,0,298539,0,0,40,1,0,160,1,0,3,0,0,1,0,1,4,98350401,1
0,1,1,0,0,3,0,50,1,1,2,0,0,991988,0,0,67,1,0,160,1,0,2,0,2,1,1,1,1,98350401,1
0,1,1,0,0,3,0,100,2,2,0,0,0,993905,0,0,100,1,0,160,2,0,2,0,0,1,0,0,4,98350401,1
0,2,0,0,0,3,0,100,1,1,1,0,0,996765,0,1,100,1,0,160,1,0,1,0,1,0,0,0,3,98350401,1
